Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-000316,2018-11-21,2018-11-26,First Class,C-1225,Customer 316,Consumer,United States,New York,Illinois,70709,West,P-13573,Technology,Accessories,Product 316,218.66,3,0.35,-10.33
ORD-000317,2017-11-15,2017-11-19,First Class,C-2109,Customer 317,Home Office,United States,Houston,New York,37385,East,P-22997,Furniture,Furnishings,Product 317,368.36,4,0.12,48.13
ORD-000318,2019-11-12,2019-11-13,First Class,C-6400,Customer 318,Corporate,United States,Los Angeles,California,68464,Central,P-98286,Technology,Machines,Product 318,16.74,4,0.16,1.94
ORD-000319,2017-07-16,2017-07-23,Same Day,C-7970,Customer 319,Corporate,United States,Chicago,Florida,91973,West,P-81924,Office Supplies,Binders,Product 319,61.84,1,0.15,12.63
ORD-000320,2019-02-04,2019-02-09,Same Day,C-3812,Customer 320,Corporate,United States,Miami,Washington,17091,South,P-89576,Office Supplies,Binders,Product 320,159.57,1,0.34,-23.93
ORD-000321,2017-01-23,2017-01-27,Standard Class,C-1500,Customer 321,Home Office,United States,Columbus,Illinois,35316,West,P-36941,Furniture,Furnishings,Product 321,274.97,3,0.07,31.25
ORD-000322,2017-04-23,2017-04-24,Standard Class,C-7252,Customer 322,Corporate,United States,Chicago,Florida,70842,Central,P-34857,Furniture,Tables,Product 322,257.65,1,0.12,-1.72
ORD-000323,2018-08-02,2018-08-04,Same Day,C-1094,Customer 323,Home Office,United States,Houston,Ohio,69352,West,P-19474,Office Supplies,Art,Product 323,15.37,4,0.23,2.03
ORD-000324,2018-09-28,2018-10-04,Second Class,C-6209,Customer 324,Home Office,United States,Chicago,Washington,64985,South,P-95845,Office Supplies,Art,Product 324,294.09,3,0.25,-26.31
ORD-000325,2017-03-11,2017-03-12,Second Class,C-8664,Customer 325,Consumer,United States,Columbus,California,63258,West,P-83440,Technology,Machines,Product 325,323.78,4,0.11,-4.8
ORD-000326,2017-06-16,2017-06-19,Same Day,C-8022,Customer 326,Corporate,United States,New York,Illinois,77037,East,P-89915,Technology,Copiers,Product 326,269.19,2,0.14,26.22
ORD-000327,2018-05-29,2018-05-30,Same Day,C-8603,Customer 327,Corporate,United States,Seattle,New York,66198,South,P-88998,Furniture,Furnishings,Product 327,313.36,2,0.18,-6.27
ORD-000328,2018-05-10,2018-05-14,First Class,C-6099,Customer 328,Home Office,United States,New York,Texas,72636,East,P-30004,Technology,Phones,Product 328,154.06,1,0.29,-28.63
ORD-000329,2019-03-14,2019-03-16,Second Class,C-8522,Customer 329,Corporate,United States,Seattle,Pennsylvania,34244,South,P-71073,Technology,Phones,Product 329,603.4,5,0.08,176.69
ORD-000330,2019-03-06,2019-03-14,Same Day,C-3936,Customer 330,Home Office,United States,Miami,Florida,61983,West,P-60587,Technology,Machines,Product 330,318.98,4,0.1,41.4
ORD-000331,2018-04-04,2018-04-10,Standard Class,C-9896,Customer 331,Corporate,United States,Columbus,Washington,19851,West,P-33199,Furniture,Tables,Product 331,731.13,5,0.14,30.93
ORD-000332,2017-02-25,2017-02-26,Same Day,C-8526,Customer 332,Consumer,United States,New York,Pennsylvania,93015,Central,P-93716,Office Supplies,Art,Product 332,85.47,1,0.12,3.84
ORD-000333,2018-10-28,2018-10-31,Standard Class,C-1763,Customer 333,Corporate,United States,New York,Washington,58281,West,P-31139,Technology,Copiers,Product 333,640.73,5,0.07,66.43
ORD-000334,2019-05-13,2019-05-18,First Class,C-7476,Customer 334,Consumer,United States,Chicago,Pennsylvania,11691,West,P-32818,Furniture,Tables,Product 334,368.42,5,0.14,101.29
ORD-000335,2019-11-09,2019-11-13,Second Class,C-3649,Customer 335,Corporate,United States,Miami,Illinois,47325,West,P-55473,Technology,Machines,Product 335,185.03,4,0.04,49.31
ORD-000336,2019-04-03,2019-04-05,Same Day,C-5127,Customer 336,Corporate,United States,Miami,Washington,72782,South,P-53554,Office Supplies,Binders,Product 336,43.72,1,0.08,12.51
ORD-000337,2017-07-16,2017-07-20,First Class,C-4370,Customer 337,Corporate,United States,New York,Ohio,83674,Central,P-66494,Furniture,Chairs,Product 337,397.69,2,0.04,121.43
ORD-000338,2017-07-15,2017-07-20,Second Class,C-4379,Customer 338,Consumer,United States,Miami,Washington,23893,East,P-53662,Office Supplies,Paper,Product 338,99.46,1,0.26,3.78
ORD-000339,2018-12-05,2018-12-10,Second Class,C-3799,Customer 339,Consumer,United States,Houston,Texas,70347,East,P-42821,Furniture,Bookcases,Product 339,620.17,4,0.0,89.68
ORD-000340,2018-03-15,2018-03-18,Same Day,C-3463,Customer 340,Home Office,United States,Chicago,Florida,71308,East,P-11041,Furniture,Furnishings,Product 340,328.98,3,0.08,80.74
ORD-000341,2019-01-03,2019-01-05,First Class,C-8738,Customer 341,Home Office,United States,Los Angeles,Illinois,30575,South,P-41555,Technology,Accessories,Product 341,689.05,5,0.02,267.73
ORD-000342,2017-10-27,2017-10-30,First Class,C-3448,Customer 342,Home Office,United States,Philadelphia,Texas,78826,South,P-72662,Furniture,Furnishings,Product 342,275.29,2,0.08,40.77
ORD-000343,2018-07-11,2018-07-16,Standard Class,C-4127,Customer 343,Corporate,United States,Houston,Texas,31026,West,P-21829,Technology,Phones,Product 343,494.64,5,0.27,3.97
ORD-000344,2017-01-30,2017-02-02,Second Class,C-9620,Customer 344,Consumer,United States,Miami,Florida,25142,West,P-51131,Office Supplies,Art,Product 344,157.66,2,0.0,30.49
ORD-000345,2018-01-09,2018-01-14,Same Day,C-7560,Customer 345,Consumer,United States,Los Angeles,Illinois,19988,West,P-39052,Technology,Phones,Product 345,187.85,2,0.09,38.36
ORD-000346,2019-09-30,2019-10-05,Same Day,C-7312,Customer 346,Corporate,United States,Miami,Texas,19460,East,P-47175,Office Supplies,Binders,Product 346,295.09,2,0.09,82.05
ORD-000347,2017-06-28,2017-07-01,First Class,C-6335,Customer 347,Home Office,United States,Chicago,Texas,27948,South,P-30843,Technology,Copiers,Product 347,16.47,4,0.18,-1.04
ORD-000348,2018-04-27,2018-05-05,First Class,C-5600,Customer 348,Home Office,United States,Chicago,Pennsylvania,15806,East,P-32245,Technology,Copiers,Product 348,283.23,5,0.14,48.63
ORD-000349,2018-02-18,2018-02-24,First Class,C-9772,Customer 349,Home Office,United States,Philadelphia,Washington,23590,South,P-79814,Office Supplies,Storage,Product 349,126.55,1,0.18,14.92
ORD-000350,2017-02-05,2017-02-07,Same Day,C-1031,Customer 350,Home Office,United States,Columbus,Washington,82891,Central,P-22927,Office Supplies,Paper,Product 350,529.74,5,0.0,124.01
ORD-000351,2018-08-29,2018-09-05,Second Class,C-8043,Customer 351,Consumer,United States,New York,Illinois,52546,East,P-79738,Furniture,Tables,Product 351,44.96,1,0.13,-0.53
ORD-000352,2017-02-08,2017-02-12,Second Class,C-3080,Customer 352,Corporate,United States,New York,Illinois,15895,East,P-77396,Furniture,Bookcases,Product 352,93.44,1,0.19,8.73
ORD-000353,2019-11-30,2019-12-06,Second Class,C-4049,Customer 353,Home Office,United States,Miami,Illinois,70766,Central,P-72431,Office Supplies,Storage,Product 353,287.36,5,0.13,-6.91
ORD-000354,2018-02-04,2018-02-12,Standard Class,C-5608,Customer 354,Home Office,United States,New York,New York,89049,South,P-80560,Furniture,Tables,Product 354,438.99,4,0.01,119.62
ORD-000355,2017-10-27,2017-11-02,Second Class,C-6101,Customer 355,Consumer,United States,Houston,Ohio,83346,West,P-61453,Office Supplies,Paper,Product 355,117.97,1,0.13,18.16
ORD-000356,2018-11-09,2018-11-12,Standard Class,C-5540,Customer 356,Consumer,United States,Seattle,Illinois,51053,West,P-71271,Technology,Copiers,Product 356,61.49,2,0.17,10.15
ORD-000357,2019-07-29,2019-08-06,Same Day,C-2370,Customer 357,Home Office,United States,Houston,Illinois,55188,West,P-15386,Technology,Accessories,Product 357,292.53,2,0.15,-0.86
ORD-000358,2019-07-18,2019-07-19,Same Day,C-2134,Customer 358,Corporate,United States,Chicago,Florida,39526,East,P-10345,Technology,Phones,Product 358,368.32,2,0.16,94.73
ORD-000359,2019-05-10,2019-05-18,Second Class,C-1280,Customer 359,Corporate,United States,New York,New York,69413,Central,P-35120,Technology,Accessories,Product 359,242.89,4,0.18,51.34
ORD-000360,2019-01-03,2019-01-11,First Class,C-3503,Customer 360,Consumer,United States,Seattle,California,15195,East,P-99733,Furniture,Bookcases,Product 360,21.62,1,0.1,3.54
ORD-000361,2018-02-06,2018-02-10,Second Class,C-1628,Customer 361,Consumer,United States,Chicago,Illinois,17552,Central,P-11305,Technology,Accessories,Product 361,402.2,4,0.16,-12.9
ORD-000362,2019-12-08,2019-12-14,First Class,C-2197,Customer 362,Corporate,United States,New York,Pennsylvania,40040,South,P-39785,Office Supplies,Storage,Product 362,192.67,2,0.0,73.44
ORD-000363,2018-09-22,2018-09-25,Second Class,C-3201,Customer 363,Consumer,United States,Seattle,Illinois,91033,East,P-70370,Technology,Copiers,Product 363,96.7,1,0.0,11.86
ORD-000364,2019-05-12,2019-05-14,Standard Class,C-9367,Customer 364,Corporate,United States,Houston,New York,58536,East,P-86164,Furniture,Bookcases,Product 364,312.05,4,0.26,44.86
ORD-000365,2017-01-30,2017-01-31,First Class,C-1775,Customer 365,Home Office,United States,Seattle,Ohio,89893,Central,P-69335,Technology,Accessories,Product 365,140.68,1,0.0,24.57
ORD-000366,2017-09-13,2017-09-20,Same Day,C-9756,Customer 366,Corporate,United States,New York,Illinois,42146,East,P-90666,Technology,Accessories,Product 366,11.54,3,0.23,-0.02
ORD-000367,2019-12-10,2019-12-15,Standard Class,C-5684,Customer 367,Home Office,United States,Seattle,Illinois,49260,South,P-28125,Technology,Accessories,Product 367,477.54,4,0.22,-35.03
ORD-000368,2019-09-06,2019-09-11,Standard Class,C-9136,Customer 368,Home Office,United States,New York,Florida,67384,East,P-38888,Office Supplies,Art,Product 368,250.21,2,0.31,-22.89
ORD-000369,2018-06-23,2018-06-27,First Class,C-6291,Customer 369,Home Office,United States,Columbus,Pennsylvania,68412,West,P-58597,Furniture,Chairs,Product 369,91.49,1,0.19,-2.85
ORD-000370,2017-07-12,2017-07-15,Second Class,C-6883,Customer 370,Home Office,United States,Miami,Illinois,91070,Central,P-53859,Furniture,Chairs,Product 370,125.56,2,0.16,16.26
ORD-000371,2017-06-18,2017-06-19,Second Class,C-5640,Customer 371,Corporate,United States,Columbus,Washington,81539,Central,P-40728,Furniture,Furnishings,Product 371,4.75,1,0.05,1.42
ORD-000372,2019-12-22,2019-12-29,Standard Class,C-8229,Customer 372,Consumer,United States,Los Angeles,Pennsylvania,62375,West,P-19244,Office Supplies,Paper,Product 372,370.61,3,0.14,13.34
ORD-000373,2019-05-18,2019-05-20,Standard Class,C-1277,Customer 373,Corporate,United States,Seattle,Illinois,53617,Central,P-77922,Technology,Machines,Product 373,87.38,1,0.16,-3.34
ORD-000374,2017-04-30,2017-05-01,Same Day,C-3102,Customer 374,Consumer,United States,Miami,Illinois,12119,East,P-56481,Technology,Phones,Product 374,673.41,4,0.0,249.34
ORD-000375,2019-08-12,2019-08-14,Same Day,C-9186,Customer 375,Home Office,United States,Seattle,Illinois,51343,South,P-46533,Office Supplies,Art,Product 375,321.89,2,0.1,5.92
ORD-000376,2018-11-01,2018-11-09,Same Day,C-9074,Customer 376,Corporate,United States,Philadelphia,Pennsylvania,99426,West,P-28435,Technology,Phones,Product 376,634.31,5,0.12,91.52
ORD-000377,2019-03-17,2019-03-19,First Class,C-7028,Customer 377,Home Office,United States,Chicago,Illinois,58173,Central,P-28161,Furniture,Tables,Product 377,48.75,1,0.16,10.33
ORD-000378,2019-04-17,2019-04-23,Standard Class,C-4934,Customer 378,Corporate,United States,Miami,Washington,44875,South,P-69487,Furniture,Bookcases,Product 378,456.04,4,0.2,74.42
ORD-000379,2019-12-12,2019-12-15,Same Day,C-9946,Customer 379,Corporate,United States,Miami,Washington,11183,South,P-46909,Furniture,Tables,Product 379,357.65,3,0.19,61.8
ORD-000380,2017-01-23,2017-01-25,Standard Class,C-4009,Customer 380,Corporate,United States,Columbus,California,10225,West,P-48905,Office Supplies,Art,Product 380,117.54,1,0.32,-27.92
ORD-000381,2017-10-31,2017-11-05,Standard Class,C-8014,Customer 381,Consumer,United States,Miami,Washington,18821,West,P-36308,Furniture,Tables,Product 381,230.56,1,0.02,86.94
ORD-000382,2018-07-14,2018-07-21,Standard Class,C-3066,Customer 382,Home Office,United States,Chicago,California,89831,West,P-20565,Office Supplies,Paper,Product 382,654.63,4,0.04,90.3
ORD-000383,2018-08-29,2018-09-06,Same Day,C-1090,Customer 383,Corporate,United States,New York,New York,15433,Central,P-75142,Furniture,Chairs,Product 383,1196.44,5,0.0,134.23
ORD-000384,2019-10-16,2019-10-18,Second Class,C-8823,Customer 384,Corporate,United States,Philadelphia,Florida,29179,West,P-28776,Furniture,Tables,Product 384,421.58,5,0.16,-10.26
ORD-000385,2018-04-27,2018-05-04,First Class,C-1410,Customer 385,Consumer,United States,Chicago,Texas,78394,West,P-46306,Technology,Machines,Product 385,102.04,1,0.0,38.69
ORD-000386,2017-05-19,2017-05-22,First Class,C-8070,Customer 386,Consumer,United States,Seattle,Ohio,48881,Central,P-62253,Technology,Copiers,Product 386,578.16,5,0.01,125.59
ORD-000387,2018-11-30,2018-12-01,Same Day,C-3901,Customer 387,Corporate,United States,Miami,Florida,27732,Central,P-91817,Furniture,Furnishings,Product 387,248.98,2,0.17,30.38
ORD-000388,2019-02-13,2019-02-19,Same Day,C-2339,Customer 388,Home Office,United States,New York,Washington,23339,South,P-67790,Furniture,Chairs,Product 388,496.55,5,0.19,19.17
ORD-000389,2017-11-03,2017-11-10,Second Class,C-9352,Customer 389,Home Office,United States,Philadelphia,Florida,95301,South,P-67821,Office Supplies,Paper,Product 389,75.49,3,0.01,12.12
ORD-000390,2018-07-10,2018-07-14,Same Day,C-3912,Customer 390,Consumer,United States,Miami,Texas,56650,South,P-54829,Furniture,Furnishings,Product 390,79.64,3,0.18,5.08
ORD-000391,2019-01-16,2019-01-18,Second Class,C-4931,Customer 391,Corporate,United States,Los Angeles,New York,42418,East,P-82083,Technology,Accessories,Product 391,82.63,1,0.17,-4.47
ORD-000392,2017-04-18,2017-04-22,Standard Class,C-8460,Customer 392,Corporate,United States,Seattle,California,68898,South,P-24467,Furniture,Tables,Product 392,121.26,2,0.12,25.45
ORD-000393,2018-05-27,2018-05-31,Second Class,C-2604,Customer 393,Corporate,United States,New York,Illinois,49987,South,P-66028,Furniture,Chairs,Product 393,526.27,4,0.12,72.81
ORD-000394,2018-01-31,2018-02-02,Same Day,C-3862,Customer 394,Corporate,United States,Philadelphia,California,16422,East,P-17908,Technology,Copiers,Product 394,385.44,2,0.17,18.69
ORD-000395,2018-02-24,2018-03-03,Standard Class,C-4473,Customer 395,Consumer,United States,Chicago,Washington,77842,South,P-73715,Furniture,Tables,Product 395,331.38,4,0.27,-27.01
ORD-000396,2017-06-09,2017-06-14,Standard Class,C-5630,Customer 396,Home Office,United States,Columbus,Pennsylvania,14661,Central,P-10774,Furniture,Bookcases,Product 396,199.74,5,0.1,33.57
ORD-000397,2019-02-04,2019-02-08,Standard Class,C-3452,Customer 397,Consumer,United States,Houston,Illinois,70566,Central,P-51814,Furniture,Furnishings,Product 397,195.62,2,0.0,21.38
ORD-000398,2017-09-09,2017-09-14,Same Day,C-4164,Customer 398,Home Office,United States,Los Angeles,Florida,43229,South,P-87340,Office Supplies,Binders,Product 398,362.98,2,0.04,64.15
ORD-000399,2017-10-25,2017-11-02,Second Class,C-4427,Customer 399,Home Office,United States,Philadelphia,Florida,69469,East,P-84543,Furniture,Furnishings,Product 399,284.98,3,0.04,85.08
ORD-000400,2018-07-09,2018-07-13,Second Class,C-8262,Customer 400,Home Office,United States,New York,Pennsylvania,84047,West,P-64740,Furniture,Bookcases,Product 400,134.86,1,0.11,34.19
ORD-000401,2017-12-28,2018-01-04,Standard Class,C-5566,Customer 401,Home Office,United States,Los Angeles,New York,57783,West,P-85791,Furniture,Bookcases,Product 401,330.87,2,0.12,32.28
ORD-000402,2019-07-11,2019-07-12,Second Class,C-1391,Customer 402,Home Office,United States,Seattle,New York,78630,East,P-92548,Office Supplies,Storage,Product 402,409.02,4,0.02,157.09
ORD-000403,2019-12-28,2019-12-29,Second Class,C-5138,Customer 403,Consumer,United States,Los Angeles,Florida,62807,West,P-18246,Office Supplies,Art,Product 403,187.17,1,0.15,25.25
ORD-000404,2018-02-24,2018-02-25,Same Day,C-4380,Customer 404,Home Office,United States,New York,Washington,31344,West,P-13125,Office Supplies,Storage,Product 404,62.15,1,0.11,19.83
ORD-000405,2018-03-02,2018-03-08,Second Class,C-4519,Customer 405,Consumer,United States,Chicago,Texas,48816,West,P-61538,Office Supplies,Storage,Product 405,297.66,5,0.06,47.41
ORD-000406,2017-03-11,2017-03-12,Second Class,C-5965,Customer 406,Corporate,United States,Houston,California,46750,West,P-34449,Office Supplies,Binders,Product 406,196.25,2,0.21,-1.5
ORD-000407,2018-01-05,2018-01-10,Same Day,C-1806,Customer 407,Home Office,United States,Houston,Pennsylvania,74774,West,P-68367,Office Supplies,Paper,Product 407,735.53,5,0.08,210.3
ORD-000408,2017-04-01,2017-04-07,Same Day,C-5220,Customer 408,Corporate,United States,Chicago,Texas,87027,West,P-72444,Technology,Copiers,Product 408,13.65,3,0.09,1.79
ORD-000409,2019-11-22,2019-11-25,Second Class,C-2452,Customer 409,Home Office,United States,Seattle,Pennsylvania,63152,East,P-55522,Technology,Phones,Product 409,487.28,5,0.17,83.29
ORD-000410,2017-01-06,2017-01-13,Standard Class,C-6692,Customer 410,Consumer,United States,Philadelphia,Texas,51002,Central,P-35457,Technology,Phones,Product 410,368.7,3,0.03,46.06
ORD-000411,2019-10-23,2019-10-25,Standard Class,C-9462,Customer 411,Corporate,United States,Chicago,Texas,22816,East,P-90381,Technology,Accessories,Product 411,488.32,3,0.01,96.26
ORD-000412,2019-03-22,2019-03-28,Same Day,C-7176,Customer 412,Consumer,United States,Columbus,Pennsylvania,71884,West,P-47878,Furniture,Bookcases,Product 412,81.46,1,0.08,2.95
ORD-000413,2019-10-04,2019-10-08,Same Day,C-4670,Customer 413,Corporate,United States,Miami,Florida,92142,East,P-38851,Office Supplies,Art,Product 413,277.46,2,0.14,81.35
ORD-000414,2019-03-21,2019-03-26,Second Class,C-9333,Customer 414,Consumer,United States,Seattle,Texas,90866,West,P-66696,Office Supplies,Art,Product 414,180.75,5,0.19,15.22
ORD-000415,2017-04-18,2017-04-24,Standard Class,C-5519,Customer 415,Consumer,United States,Philadelphia,Texas,36179,Central,P-55860,Furniture,Furnishings,Product 415,266.8,4,0.01,39.46
ORD-000416,2017-03-21,2017-03-23,Second Class,C-4628,Customer 416,Consumer,United States,New York,Texas,22112,East,P-82849,Office Supplies,Paper,Product 416,215.23,2,0.0,84.65
ORD-000417,2019-05-31,2019-06-08,First Class,C-6265,Customer 417,Home Office,United States,New York,Texas,19571,East,P-42863,Technology,Accessories,Product 417,220.81,2,0.17,44.71
ORD-000418,2019-10-18,2019-10-19,Second Class,C-6003,Customer 418,Consumer,United States,Columbus,Ohio,29166,Central,P-66985,Office Supplies,Art,Product 418,208.19,1,0.11,39.18
ORD-000419,2017-08-19,2017-08-22,Same Day,C-7095,Customer 419,Corporate,United States,Philadelphia,New York,72247,South,P-31733,Office Supplies,Storage,Product 419,183.43,2,0.17,19.39
ORD-000420,2017-12-18,2017-12-25,Same Day,C-7887,Customer 420,Corporate,United States,Chicago,Florida,31442,East,P-64932,Technology,Machines,Product 420,618.51,4,0.24,-94.19
ORD-000421,2018-12-11,2018-12-12,Second Class,C-4775,Customer 421,Home Office,United States,Los Angeles,New York,90366,South,P-24949,Technology,Machines,Product 421,157.21,3,0.08,39.39
ORD-000422,2018-09-29,2018-10-06,Standard Class,C-3390,Customer 422,Corporate,United States,Chicago,California,90075,East,P-98804,Technology,Phones,Product 422,236.43,3,0.0,82.84
ORD-000423,2019-07-26,2019-08-01,Second Class,C-6481,Customer 423,Corporate,United States,Columbus,Illinois,37605,East,P-81622,Office Supplies,Art,Product 423,401.11,5,0.11,43.92
ORD-000424,2018-06-01,2018-06-08,First Class,C-1603,Customer 424,Consumer,United States,New York,Texas,48694,West,P-65580,Technology,Accessories,Product 424,459.95,3,0.05,29.04
ORD-000425,2019-03-28,2019-04-03,Second Class,C-9306,Customer 425,Consumer,United States,Houston,Pennsylvania,89557,South,P-69061,Technology,Accessories,Product 425,471.9,4,0.13,132.96
ORD-000426,2018-03-15,2018-03-22,Second Class,C-4367,Customer 426,Consumer,United States,Miami,Florida,59036,East,P-63404,Office Supplies,Paper,Product 426,835.33,5,0.1,106.5
ORD-000427,2017-03-06,2017-03-09,Standard Class,C-6928,Customer 427,Consumer,United States,New York,Pennsylvania,63238,West,P-56387,Furniture,Bookcases,Product 427,184.25,2,0.1,7.28
ORD-000428,2018-02-26,2018-03-05,Standard Class,C-1121,Customer 428,Home Office,United States,Chicago,Washington,99349,West,P-27697,Office Supplies,Binders,Product 428,297.44,3,0.19,45.53
ORD-000429,2018-10-13,2018-10-19,First Class,C-5253,Customer 429,Consumer,United States,Los Angeles,Washington,31503,East,P-54357,Office Supplies,Binders,Product 429,357.1,5,0.15,31.42
ORD-000430,2019-08-19,2019-08-26,Standard Class,C-7694,Customer 430,Home Office,United States,Miami,New York,62571,South,P-73705,Technology,Accessories,Product 430,141.81,2,0.08,29.2
ORD-000431,2017-07-07,2017-07-08,First Class,C-2956,Customer 431,Corporate,United States,Philadelphia,Florida,71589,West,P-27932,Office Supplies,Art,Product 431,227.38,3,0.06,38.56
ORD-000432,2017-04-29,2017-05-02,Standard Class,C-8808,Customer 432,Corporate,United States,Los Angeles,Pennsylvania,76570,East,P-38582,Furniture,Chairs,Product 432,514.06,3,0.19,-39.4
ORD-000433,2019-06-25,2019-07-02,Standard Class,C-9643,Customer 433,Consumer,United States,Chicago,Florida,43096,East,P-11344,Office Supplies,Paper,Product 433,269.66,4,0.14,-0.85
ORD-000434,2018-08-29,2018-08-31,First Class,C-1396,Customer 434,Consumer,United States,Philadelphia,Florida,62227,East,P-65245,Technology,Machines,Product 434,379.22,3,0.04,114.29
ORD-000435,2017-09-05,2017-09-07,Second Class,C-8166,Customer 435,Corporate,United States,Seattle,New York,98786,East,P-95350,Technology,Accessories,Product 435,420.15,4,0.0,100.77
ORD-000436,2018-06-26,2018-06-27,Same Day,C-2340,Customer 436,Consumer,United States,Houston,Texas,89635,East,P-24666,Technology,Copiers,Product 436,364.92,4,0.15,-16.93
ORD-000437,2017-08-14,2017-08-16,Second Class,C-7405,Customer 437,Consumer,United States,Philadelphia,Florida,70352,South,P-96909,Technology,Accessories,Product 437,426.87,3,0.13,124.26
ORD-000438,2019-11-29,2019-12-06,Same Day,C-1182,Customer 438,Corporate,United States,New York,Washington,16901,East,P-11301,Office Supplies,Art,Product 438,1267.13,5,0.12,366.61
ORD-000439,2018-01-24,2018-01-30,Standard Class,C-7567,Customer 439,Home Office,United States,Houston,Ohio,48109,East,P-84988,Furniture,Furnishings,Product 439,63.76,2,0.07,15.67
ORD-000440,2017-07-31,2017-08-08,Standard Class,C-7999,Customer 440,Corporate,United States,Chicago,Ohio,94478,South,P-39405,Technology,Accessories,Product 440,301.98,5,0.33,-64.01
ORD-000441,2018-08-26,2018-08-27,Second Class,C-4731,Customer 441,Home Office,United States,Houston,Florida,11060,West,P-17442,Technology,Copiers,Product 441,154.7,3,0.16,10.66
ORD-000442,2018-02-22,2018-02-27,Second Class,C-2811,Customer 442,Consumer,United States,Philadelphia,Texas,38008,Central,P-24666,Technology,Copiers,Product 442,487.33,3,0.0,167.91
ORD-000443,2019-09-16,2019-09-19,Standard Class,C-1935,Customer 443,Corporate,United States,Chicago,Washington,62911,East,P-19679,Technology,Copiers,Product 443,115.35,1,0.14,3.64
ORD-000444,2018-06-23,2018-06-27,Same Day,C-4194,Customer 444,Home Office,United States,Philadelphia,Texas,27042,East,P-99209,Furniture,Bookcases,Product 444,605.58,4,0.03,212.13
ORD-000445,2017-07-15,2017-07-20,Second Class,C-9095,Customer 445,Consumer,United States,Miami,New York,63183,South,P-96453,Office Supplies,Binders,Product 445,468.45,4,0.09,26.72
ORD-000446,2017-04-09,2017-04-14,Standard Class,C-3534,Customer 446,Consumer,United States,Columbus,Washington,33169,Central,P-34646,Technology,Accessories,Product 446,72.05,1,0.25,-13.85
ORD-000447,2019-07-09,2019-07-16,Standard Class,C-6402,Customer 447,Corporate,United States,Houston,Texas,80252,East,P-17698,Office Supplies,Storage,Product 447,14.28,3,0.05,1.52
ORD-000448,2019-09-20,2019-09-26,Standard Class,C-1649,Customer 448,Corporate,United States,Houston,Texas,58223,South,P-62187,Technology,Copiers,Product 448,200.06,2,0.09,33.33
ORD-000449,2018-04-06,2018-04-10,Standard Class,C-1721,Customer 449,Home Office,United States,Los Angeles,Washington,62868,West,P-59234,Technology,Phones,Product 449,289.96,5,0.01,42.12
ORD-000450,2019-11-25,2019-11-27,Second Class,C-2738,Customer 450,Consumer,United States,Columbus,Illinois,94447,West,P-23560,Technology,Copiers,Product 450,122.41,1,0.18,-5.02
ORD-000451,2019-12-24,2019-12-31,Second Class,C-7410,Customer 451,Consumer,United States,Los Angeles,Washington,68481,West,P-64630,Furniture,Chairs,Product 451,673.57,4,0.09,49.82
ORD-000452,2017-04-11,2017-04-12,Standard Class,C-9020,Customer 452,Corporate,United States,Miami,New York,92624,South,P-26135,Furniture,Tables,Product 452,71.3,2,0.01,17.54
ORD-000453,2018-11-27,2018-12-03,Standard Class,C-1385,Customer 453,Consumer,United States,Houston,Washington,47642,West,P-64464,Furniture,Bookcases,Product 453,444.51,4,0.21,26.07
ORD-000454,2017-11-05,2017-11-08,First Class,C-6527,Customer 454,Home Office,United States,Columbus,Texas,13539,West,P-42399,Office Supplies,Storage,Product 454,47.84,1,0.2,-1.28
ORD-000455,2017-08-30,2017-09-06,First Class,C-1645,Customer 455,Corporate,United States,Miami,Washington,73717,Central,P-32619,Furniture,Furnishings,Product 455,23.26,5,0.07,5.46
ORD-000456,2018-08-06,2018-08-13,Same Day,C-4551,Customer 456,Corporate,United States,Columbus,California,19574,Central,P-68221,Office Supplies,Art,Product 456,83.64,1,0.26,-18.3
ORD-000457,2018-07-11,2018-07-14,Same Day,C-2734,Customer 457,Home Office,United States,Houston,Florida,83141,South,P-33833,Furniture,Tables,Product 457,174.03,1,0.1,51.56
ORD-000458,2017-10-16,2017-10-20,Second Class,C-6057,Customer 458,Consumer,United States,Houston,Illinois,20971,Central,P-97982,Technology,Copiers,Product 458,399.05,3,0.25,17.85
ORD-000459,2019-03-23,2019-03-28,Standard Class,C-1232,Customer 459,Consumer,United States,Los Angeles,Florida,39020,Central,P-50674,Technology,Copiers,Product 459,526.92,4,0.03,59.48
ORD-000460,2019-10-13,2019-10-21,First Class,C-6170,Customer 460,Consumer,United States,Seattle,New York,55846,East,P-70172,Furniture,Chairs,Product 460,164.94,3,0.03,55.58
ORD-000461,2019-06-29,2019-07-06,Second Class,C-3452,Customer 461,Home Office,United States,Philadelphia,Washington,49017,East,P-75476,Furniture,Chairs,Product 461,1018.06,5,0.0,224.34
ORD-000462,2018-01-23,2018-01-25,First Class,C-8286,Customer 462,Home Office,United States,Houston,California,18127,South,P-76893,Furniture,Bookcases,Product 462,175.02,2,0.0,61.57
ORD-000463,2018-05-27,2018-06-02,Standard Class,C-9434,Customer 463,Home Office,United States,Philadelphia,Illinois,77331,South,P-42314,Technology,Copiers,Product 463,86.78,5,0.21,17.42
